,totPurchaseAmt,street1,zip,property
106221,210000.0,1119 Charles Avenue,55104,1119 Charles Avenue 55104
106222,177300.0,2132 Terrace Drive,55112,2132 Terrace Drive 55112
106223,114000.0,336 Maria Ave,55106,336 Maria Ave 55106
106224,245900.0,1724 Lois Dr,55126,1724 Lois Dr 55126
106226,105000.0,1426 York Avenue,55106,1426 York Avenue 55106
106227,149900.0,1122 Margaret Street,55106,1122 Margaret Street 55106
106229,497290.0,,55344,
106230,236844.0,2119 Richard Avenue,55110,2119 Richard Avenue 55110
106231,227700.0,2735 Apache Road N,55109,2735 Apache Road N 55109
106232,372000.0,563 Sextant Avenue W,55113,563 Sextant Avenue W 55113
106234,133000.0,4182 Glen Oaks Avenue,55110,4182 Glen Oaks Avenue 55110
106236,925000.0,398 Mississippi River Blvd S,55105,398 Mississippi River Blvd S 55105
106237,260000.0,2336 Maple Lane E,55109,2336 Maple Lane E 55109
106238,180000.0,977 Watson Avenue,55102,977 Watson Avenue 55102
106239,340000.0,1018 Sextant Avenue,55109,1018 Sextant Avenue 55109
106240,312000.0,2490 Valley View Ave E,55119,2490 Valley View Ave E 55119
106241,170500.0,704 Stryker Ave,55107,704 Stryker Ave 55107
106245,177000.0,987 Wilson Avenue,55106,987 Wilson Avenue 55106
106246,253500.0,2029 Hazelwood Street,55109,2029 Hazelwood Street 55109
106247,529893.0,1115 Pine Hill Lane,55127,1115 Pine Hill Lane 55127
106249,443000.0,1523 Hythe Street,55108,1523 Hythe Street 55108
106250,263700.0,1988 Castle Avenue E,55109,1988 Castle Avenue E 55109
106252,70000.0,2006 Northwood Drive,55109,2006 Northwood Drive 55109
106253,115000.0,263 Maria Avenue,55106,263 Maria Avenue 55106
106254,375900.0,2480 Oak Circle East,55119,2480 Oak Circle East 55119
106255,110000.0,287 Burgess Street,55117,287 Burgess Street 55117
106256,187500.0,419 View Street,55102,419 View Street 55102
106257,900000.0,1520 Edgcumbe Rd,55116,1520 Edgcumbe Rd 55116
106258,100000.0,978 Conway Street,55106,978 Conway Street 55106
106259,185000.0,1654 Manton Street,55106,1654 Manton Street 55106
106260,270000.0,1213 Foxwood Court,55112,1213 Foxwood Court 55112
106261,158900.0,1622 Beech Street,55106,1622 Beech Street 55106
106262,130000.0,1105 Case Avenue,55106,1105 Case Avenue 55106
106263,228000.0,610 Iowa Avenue E,55130,610 Iowa Avenue E 55130
106266,138000.0,3708 Chandler Drive,55421,3708 Chandler Drive 55421
106270,243500.0,1415 Cohansey Street,55117,1415 Cohansey Street 55117
106271,165000.0,693 Lovell Avenue,55113,693 Lovell Avenue 55113
106272,168000.0,92 King Street East,55107,92 King Street East 55107
106275,237000.0,5887 St Albans St N,55126,5887 St Albans St N 55126
106276,168900.0,2115 Ames Avenue,55119,2115 Ames Avenue 55119
106277,200000.0,1546 Clarence Street,55106,1546 Clarence Street 55106
106278,290000.0,1907 Larpenteur Ave W,55113,1907 Larpenteur Ave W 55113
106280,489765.0,,55344,
106281,205000.0,245 Hanska Court,55126,245 Hanska Court 55126
106282,315000.0,3741 Edgerton Street,55127,3741 Edgerton Street 55127
106284,230000.0,1962 Birch Ave.,55110,1962 Birch Ave. 55110
106285,132500.0,58 Old County Road C East,55117,58 Old County Road C East 55117
106286,220000.0,487 Sterling Street S.,55119,487 Sterling Street S. 55119
106287,207500.0,1132 Reaney Avenue,55106,1132 Reaney Avenue 55106
106289,189000.0,1940 Jackson St.,55117,1940 Jackson St. 55117
106290,155000.0,591 Geranium Avenue E,55130,591 Geranium Avenue E 55130
106291,410000.0,4790 Stewart Ave,55110,4790 Stewart Ave 55110
106294,208500.0,567 Asbury St.,55104,567 Asbury St. 55104
106295,145000.0,768 Minnehaha Ave E,55106,768 Minnehaha Ave E 55106
106296,202500.0,2540 19th Avenue E,55109,2540 19th Avenue E 55109
106297,6000.0,1941 Clear Avenue,55119,1941 Clear Avenue 55119
106298,279000.0,1443 Clarmar Ave W,55113,1443 Clarmar Ave W 55113
106299,199000.0,1225 Stanford Avenue,55105,1225 Stanford Avenue 55105
106301,150000.0,1691 Conway Street,55106,1691 Conway Street 55106
106302,226000.0,,80033,
106303,180000.0,2207 County Rd F East,55110,2207 County Rd F East 55110
106304,230000.0,2352 Barclay Street N.,55109,2352 Barclay Street N. 55109
106305,232500.0,1046 Bayard Avenue,55102,1046 Bayard Avenue 55102
106306,32000.0,279 & 283 Atwater Street,55117,279 & 283 Atwater Street 55117
106307,95000.0,5381 Jackson Drive,55112,5381 Jackson Drive 55112
106308,309000.0,5899 Alameda Street,55126,5899 Alameda Street 55126
106309,8000.0,425 North McCarrons Blvd,55113,425 North McCarrons Blvd 55113
106310,163300.0,1230 Sherburne Avenue,55104,1230 Sherburne Avenue 55104
106311,243000.0,1852 Beaumont Street,55117,1852 Beaumont Street 55117
106314,276000.0,3993 Woodview Drive,55127,3993 Woodview Drive 55127
106315,244000.0,1589 Leon Ave,55106,1589 Leon Ave 55106
106316,234000.0,1754 LaFond Ave,55104,1754 LaFond Ave 55104
106317,139500.0,53 Hoyt Avenue W,55117,53 Hoyt Avenue W 55117
106318,86500.0,915 Conway Street,55106,915 Conway Street 55106
106320,425000.0,5428 Bald Eagle Blvd. E.,55110,5428 Bald Eagle Blvd. E. 55110
106321,136000.0,2038 California Ave E,55119,2038 California Ave E 55119
106323,172500.0,1107 Jenks AVe,55106,1107 Jenks AVe 55106
106324,330000.0,1673 Millwood Ave.,55113,1673 Millwood Ave. 55113
106325,230000.0,2651 Huron St,55113,2651 Huron St 55113
106326,227500.0,5008 Woodcrest Road,55110,5008 Woodcrest Road 55110
106328,473298.0,858 Gramsie Road,55126,858 Gramsie Road 55126
106329,166000.0,1878 Sherwood Avenue,55119,1878 Sherwood Avenue 55119
106331,155500.0,749 Jesse Ave E,55130,749 Jesse Ave E 55130
106332,52000.0,1941 Clear Avenue,55119,1941 Clear Avenue 55119
106333,126100.0,4336 Otter Lake Road,55110,4336 Otter Lake Road 55110
106334,298000.0,4336 Otter Lake Rd,55110,4336 Otter Lake Rd 55110
106336,126100.0,4336 Otter Lake Rd,55110,4336 Otter Lake Rd 55110
106338,110000.0,899 Burr St.,55130,899 Burr St. 55130
106340,138000.0,1174 Burr Street North,55130,1174 Burr Street North 55130
106341,199900.0,1190 Sherburne Ave,55104,1190 Sherburne Ave 55104
106342,300000.0,1311 Edmund Avenue,55104,1311 Edmund Avenue 55104
106343,315000.0,1547 Virginia Street,55117,1547 Virginia Street 55117
106344,470000.0,791 Holly Ave,55104,791 Holly Ave 55104
106345,80000.0,1230 Dayton Avenue,55104,1230 Dayton Avenue 55104
106346,173500.0,130 Canabury Court,55117,130 Canabury Court 55117
106347,373000.0,1201 Pike Lake Drive,55112,1201 Pike Lake Drive 55112
106348,235000.0,130 Oakwood Dr Sw,55112,130 Oakwood Dr Sw 55112
106349,84000.0,184 Wyoming St E,55107,184 Wyoming St E 55107
106350,140000.0,1240 Burr St,55130,1240 Burr St 55130
106351,325000.0,1795 Alameda St,55113,1795 Alameda St 55113
106352,255000.0,4971 & 4973 Division Avenue,55110,4971 & 4973 Division Avenue 55110
106353,275000.0,2137 Albemarle Court North,55113,2137 Albemarle Court North 55113
106354,140000.0,807 White Bear Avenue North,55106,807 White Bear Avenue North 55106
106356,176000.0,456 Concord St,55107,456 Concord St 55107
106357,217000.0,2687 Hamline Avenue N,55113,2687 Hamline Avenue N 55113
106358,270000.0,5713 Deer Trail East,55126,5713 Deer Trail East 55126
106359,190000.0,786 Parkview Avenue,55117,786 Parkview Avenue 55117
106360,400000.0,4370 Snelling Avenue N,55112,4370 Snelling Avenue N 55112
106361,218000.0,564 County Road J West,55126,564 County Road J West 55126
106362,135000.0,1120 Cook Ave E,55106,1120 Cook Ave E 55106
106363,274500.0,606 Hillwood Court,55119,606 Hillwood Court 55119
106364,299900.0,966 ISLAND LAKE AVENUE,55126,966 ISLAND LAKE AVENUE 55126
106365,265500.0,2997 Bellaire Ave,55109,2997 Bellaire Ave 55109
106366,582500.0,4335 Whitaker Court,55110,4335 Whitaker Court 55110
106367,292500.0,1611 Hague Ave.,55104,1611 Hague Ave. 55104
106368,179900.0,2556 13th Avenue E,55109,2556 13th Avenue E 55109
106370,109000.0,1201 Ross Avenue East,55106,1201 Ross Avenue East 55106
106371,232000.0,966 Island Lake Avenue,55126,966 Island Lake Avenue 55126
106372,141275.0,1685 Rose Avenue E,55106,1685 Rose Avenue E 55106
106374,345000.0,901 Carroll Avenue,55104,901 Carroll Avenue 55104
106375,125000.0,928 Woodbridge Street,55117,928 Woodbridge Street 55117
106376,338000.0,1494 Sterling St S,55119,1494 Sterling St S 55119
106377,197000.0,,73064,
106379,229000.0,858 Larpenteur Avenue West,55113,858 Larpenteur Avenue West 55113
106380,250552.0,1875 Beechwood Avenue,55116,1875 Beechwood Avenue 55116
106381,150000.0,948 Algonquin Avenue,55119,948 Algonquin Avenue 55119
106382,170000.0,2825 Woodale Drive,55112,2825 Woodale Drive 55112
106383,350000.0,430 Warwick Street,55105,430 Warwick Street 55105
106384,187650.0,5513 Portland Avenue,55110,5513 Portland Avenue 55110
106385,99500.0,3434 Glenarden Road,55112,3434 Glenarden Road 55112
106386,99500.0,3434 Glenarden Road,55112,3434 Glenarden Road 55112
106387,400000.0,2131 Gordon Ave,55108,2131 Gordon Ave 55108
106388,47500.0,404 Livingston Ave.,55107,404 Livingston Ave. 55107
106389,206500.0,3036 18th Street NW,55112,3036 18th Street NW 55112
106390,389500.0,724 N. Oak Drive,55127,724 N. Oak Drive 55127
106391,277000.0,215 Oakhill Drive,55126,215 Oakhill Drive 55126
106392,219000.0,445 Saratoga Street S,55105,445 Saratoga Street S 55105
106393,131700.0,696 Smith Ave S,55107,696 Smith Ave S 55107
106394,209000.0,4422 Arden View Court,55112,4422 Arden View Court 55112
106396,162000.0,1692 Iowa Avenue E,55106,1692 Iowa Avenue E 55106
106397,62000.0,1310 Taylor,55104,1310 Taylor 55104
106398,330000.0,412 Maple Lane,55126,412 Maple Lane 55126
106399,310000.0,1129 Hague Ave,55104,1129 Hague Ave 55104
106400,100000.0,807 White Bear Ave,55106,807 White Bear Ave 55106
106401,210000.0,2708 Mackubin St,55113,2708 Mackubin St 55113
106402,240000.0,1677 Blair Ave,55104,1677 Blair Ave 55104
106403,332000.0,1774 Elm Street,55110,1774 Elm Street 55110
106404,400000.0,556 Elaine Avenue,55126,556 Elaine Avenue 55126
106405,255000.0,2679 Virginia Avenue,55113,2679 Virginia Avenue 55113
106406,209900.0,1976 County Road E E,55110,1976 County Road E E 55110
106407,200000.0,506 Idaho Avenue East,55130,506 Idaho Avenue East 55130
106408,174000.0,2119 Oakwood Drive,55112,2119 Oakwood Drive 55112
106409,287000.0,4300 Heritage Drive,55127,4300 Heritage Drive 55127
106410,300000.0,949 Birch View Court,55119,949 Birch View Court 55119
106411,175900.0,1767 Field Ave,55116,1767 Field Ave 55116
106413,345000.0,388 Macalester Street,55105,388 Macalester Street 55105
106414,290000.0,1154 Lois Court,55126,1154 Lois Court 55126
106415,186000.0,1711 Idaho Ave E,55106,1711 Idaho Ave E 55106
106416,345000.0,1292 Goodrich AVe,55105,1292 Goodrich AVe 55105
106418,309900.0,1527 Simpson Street,55108,1527 Simpson Street 55108
106419,224900.0,1301 Topic Lane,55106,1301 Topic Lane 55106
106420,328000.0,1735 Skillman Ave W,55113,1735 Skillman Ave W 55113
106421,600000.0,1949 ROME AVENUE,55116,1949 ROME AVENUE 55116
106423,239900.0,1902 Adolphus Street,55117,1902 Adolphus Street 55117
106424,180000.0,4245 Thornhill Lane,55127,4245 Thornhill Lane 55127
106426,140000.0,1699 Burns Ave,55106-6607,1699 Burns Ave 55106-6607
106427,258000.0,2130 Bradley Street,55117,2130 Bradley Street 55117
106428,221651.0,2619 5th Ave E,55109,2619 5th Ave E 55109
106429,158000.0,3672 Auger Avenue,55110,3672 Auger Avenue 55110
106430,146500.0,3724 Big Linden Curve,55110,3724 Big Linden Curve 55110
106431,230000.0,892 Marshall Ave,55104,892 Marshall Ave 55104
106432,202000.0,1543 Almond Ave.,55108,1543 Almond Ave. 55108
106433,288500.0,2441 Nemitz Avenue East,55119,2441 Nemitz Avenue East 55119
106435,90000.0,916 Minnehaha Avenue East,55106,916 Minnehaha Avenue East 55106
106436,240000.0,673 Rivoli Street,55130,673 Rivoli Street 55130
106437,195000.0,1458 Hamline Avenue N,55108,1458 Hamline Avenue N 55108
106438,164697.0,1930 Maryland Avenue East,55119,1930 Maryland Avenue East 55119
106439,183000.0,941 Edmund Avenue,55104,941 Edmund Avenue 55104
106440,189000.0,1130 Burr St,55130,1130 Burr St 55130
106442,330000.0,1437 Scheffer Avenue,55116,1437 Scheffer Avenue 55116
106443,170000.0,718 Bellows Street,55107,718 Bellows Street 55107
106444,180000.0,2372 Burke Avenue East,55109,2372 Burke Avenue East 55109
106445,235000.0,1744 Bush Avenue,55106,1744 Bush Avenue 55106
106446,750000.0,422 Ashland Ave,55102,422 Ashland Ave 55102
106448,196500.0,2294 15th Avenue East,55109,2294 15th Avenue East 55109
106449,325000.0,4842 Oxford Street North,55126,4842 Oxford Street North 55126
106450,185000.0,2515 17th Ave NW,55112,2515 17th Ave NW 55112
106451,335000.0,1598 Hague Ave.,55104,1598 Hague Ave. 55104
106453,167000.0,934 Barclay Street,55106,934 Barclay Street 55106
106454,156000.0,737 Aldine Street,55104,737 Aldine Street 55104
106455,325000.0,288 Saratoga Street S,55105,288 Saratoga Street S 55105
106456,164900.0,1154 Flandrau St,55106,1154 Flandrau St 55106
106458,114000.0,1599 Juno Ave,55116,1599 Juno Ave 55116
106459,230000.0,1061 Blair Ave.,55104,1061 Blair Ave. 55104
106460,180000.0,1553 Atlantic Street,55106,1553 Atlantic Street 55106
106461,154900.0,1068 Carmel Court,55126,1068 Carmel Court 55126
106462,330000.0,1655 Juliet Ave.,55105,1655 Juliet Ave. 55105
106463,221000.0,1922 Kingston Avenue E.,55109,1922 Kingston Avenue E. 55109
106464,550000.0,1888 Orchard Lane,55110,1888 Orchard Lane 55110
106465,436000.0,2084 Sargent Avenue,55105,2084 Sargent Avenue 55105
106466,305000.0,141 Cretin Avenue N,55104,141 Cretin Avenue N 55104
106467,344500.0,527 Elaine Ave.,55126,527 Elaine Ave. 55126
106468,505000.0,1809 Portland Avenue,55105,1809 Portland Avenue 55105
106469,200000.0,1008 Carlton Dr,55126,1008 Carlton Dr 55126
106470,55000.0,681 Hamline Ave S,55116,681 Hamline Ave S 55116
106471,330000.0,174 Twin Lake Boulevard,55127,174 Twin Lake Boulevard 55127
106472,280000.0,456 Woodhill Drive,55113,456 Woodhill Drive 55113
106473,250000.0,1351 Blair Avenue,55104,1351 Blair Avenue 55104
106475,113000.0,1010 Rose Avenue East,55106,1010 Rose Avenue East 55106
106476,650000.0,1367 Bayard Avenue,55116,1367 Bayard Avenue 55116
106477,307000.0,3115 Greenbrier Street,55117,3115 Greenbrier Street 55117
106478,265000.0,1808 6th Street,55110,1808 6th Street 55110
106479,90000.0,2688 16th Ave E,55109,2688 16th Ave E 55109
106480,80000.0,,55106,
106481,141936.94,2591 1st Avenue E,55109,2591 1st Avenue E 55109
106482,147000.0,757 Maryland Avenue E,55106,757 Maryland Avenue E 55106
106483,461000.0,1645 Highland Parkway,55116,1645 Highland Parkway 55116
106484,140000.0,2580 Oriole Lane,55112,2580 Oriole Lane 55112
106485,215000.0,557 12th Avenue Northwest,55112,557 12th Avenue Northwest 55112
106486,515000.0,,55122,
106487,195900.0,5045 GREENWOOD DRIVE,55112,5045 GREENWOOD DRIVE 55112
106488,160000.0,1725 Montana Avenue East,55106,1725 Montana Avenue East 55106
106489,180000.0,123 Colorado St. E.,55107,123 Colorado St. E. 55107
106490,225000.0,505 Cretin Avenue S,55116,505 Cretin Avenue S 55116
106491,88000.0,751 Oakdale Avenue,55107,751 Oakdale Avenue 55107
106492,145000.0,2164 Beech St E,55119,2164 Beech St E 55119
106493,212000.0,350 Saint Peter Street Unit 302,55102,350 Saint Peter Street Unit 302 55102
106496,245000.0,1359 Thomas Ave,55104,1359 Thomas Ave 55104
106497,147000.0,1106 Margaret Street,55106,1106 Margaret Street 55106
106498,222000.0,2792 Lake Blvd.,55109,2792 Lake Blvd. 55109
106499,438655.0,,55344,
106500,161850.0,1411 Saint Clair Avenue,55105,1411 Saint Clair Avenue 55105
106503,180000.0,1702 Ames Ave.,55106,1702 Ames Ave. 55106
106504,216000.0,1938 Nortonia Ave,55119,1938 Nortonia Ave 55119
106505,156000.0,1185 Marion Street,55117,1185 Marion Street 55117
106506,120000.0,1869 Birch Lake Ave,55110,1869 Birch Lake Ave 55110
106507,215000.0,1802 Spruce Court,55110,1802 Spruce Court 55110
106508,399900.0,2930 Seminary Drive,55112,2930 Seminary Drive 55112
106509,205000.0,1768 Lafond Avenue,55104,1768 Lafond Avenue 55104
106510,195000.0,969 6th Street East,55106,969 6th Street East 55106
106512,150000.0,1031 Minnehaha Avenue E.,55106,1031 Minnehaha Avenue E. 55106
106513,305000.0,1388 27th avenue NW,55112,1388 27th avenue NW 55112
106514,210000.0,891 Scheffer Avenue,55102,891 Scheffer Avenue 55102
106515,112000.0,1585 Cohansey Street,55117,1585 Cohansey Street 55117
106516,95500.0,1331 4th Street E.,55106,1331 4th Street E. 55106
106519,245000.0,505 Springhill Rd,55127,505 Springhill Rd 55127
106520,170000.0,1492 Burns Ave,55106,1492 Burns Ave 55106
106522,115000.0,1507 York Avenue,55106,1507 York Avenue 55106
106523,143000.0,732 Arlington Avenue West,55117,732 Arlington Avenue West 55117
106525,224900.0,1125 Geranium Avenue E,55106,1125 Geranium Avenue E 55106
106526,215000.0,108 Lyon Street,55106,108 Lyon Street 55106
106527,257500.0,2053 Magoffin Avenue,55116,2053 Magoffin Avenue 55116
106528,225000.0,4953 Campanaro Lane,55110,4953 Campanaro Lane 55110
106529,237900.0,2631 Duluth Street,55109,2631 Duluth Street 55109
106530,169500.0,2023 Magnolia Ave E.,55119,2023 Magnolia Ave E. 55119
106531,161750.0,1050 Fremont Ave,55106,1050 Fremont Ave 55106
106532,190000.0,1328 Minnehaha Avenue W,55104,1328 Minnehaha Avenue W 55104
106533,353000.0,453 Pascal St S,55105,453 Pascal St S 55105
106534,160000.0,2244 Hillview Road,55112,2244 Hillview Road 55112
106535,286000.0,1001 Cottage Place,55126,1001 Cottage Place 55126
106536,139000.0,953 Westminster Street,55130,953 Westminster Street 55130
106537,240000.0,2139 Belle Lane,55112,2139 Belle Lane 55112
106538,254000.0,1592 Lorane Ave,55110,1592 Lorane Ave 55110
106539,136046.0,292 Morningside Circle,555119,292 Morningside Circle 555119
106540,164700.0,1897 Birmingham St,55109,1897 Birmingham St 55109
106542,117000.0,2098 Hawthorne Avenue E,55119,2098 Hawthorne Avenue E 55119
106543,239000.0,636 Como Ave,55103,636 Como Ave 55103
106545,213000.0,667 5th Street E,55106,667 5th Street E 55106
106547,390000.0,532 Mission House Lane,55112,532 Mission House Lane 55112
106548,215000.0,2751 Lake Court Drive,55112,2751 Lake Court Drive 55112
106549,241770.5,1065 Brooks Avenue West,55113,1065 Brooks Avenue West 55113
106551,177000.0,1126 Flandrau Street,55104,1126 Flandrau Street 55104
106553,360000.0,1855 Sargent Avenue,55105,1855 Sargent Avenue 55105
106554,246900.0,692 Riviera Drive,55112,692 Riviera Drive 55112
106557,209900.0,303 Lilac Lane,55126,303 Lilac Lane 55126
106558,535000.0,2173 Wellesley Ave,55105,2173 Wellesley Ave 55105
106559,186500.0,2092 Belmont Lane E,55109,2092 Belmont Lane E 55109
106560,112000.0,714 Minnehaha Ave W,55104,714 Minnehaha Ave W 55104
106561,281000.0,3093 W Owasso Boulevard,55113,3093 W Owasso Boulevard 55113
106562,244900.0,1992 Maryknoll Avenue,55109,1992 Maryknoll Avenue 55109
106563,353000.0,656 13th Avenue NW,55112,656 13th Avenue NW 55112
106564,141000.0,993 Galtier Street,55117,993 Galtier Street 55117
106565,170000.0,1289 Hartford Avenue,55116,1289 Hartford Avenue 55116
106567,197900.0,2618 2nd Ave E,55109,2618 2nd Ave E 55109
106568,210500.0,529 Iowa Ave. E,55130,529 Iowa Ave. E 55130
106569,325000.0,673 Ashland Ave,55104,673 Ashland Ave 55104
106570,244000.0,2076 Roblyn Ave,55105,2076 Roblyn Ave 55105
106571,660000.0,643 Summit Avenue,55105,643 Summit Avenue 55105
106572,341600.0,1424 Indian Oaks Court,55112,1424 Indian Oaks Court 55112
106573,325000.0,555 Vicki Lane,55126,555 Vicki Lane 55126
106574,505000.0,1409 Sargent Avenue,55105,1409 Sargent Avenue 55105
106575,240550.0,2125 White Bear Ave N,55109,2125 White Bear Ave N 55109
106577,125000.0,4142 Clover Avenue,55127,4142 Clover Avenue 55127
106578,234900.0,1512 Lark Ave.,55109,1512 Lark Ave. 55109
106579,231000.0,705 Mount Hope,55107,705 Mount Hope 55107
106580,215000.0,,84025,
106581,340000.0,1636 Lois Drive,55126,1636 Lois Drive 55126
106582,735000.0,1299 Scheffer Ave,55116,1299 Scheffer Ave 55116
106583,250000.0,190 Skillman Ave W,55113,190 Skillman Ave W 55113
106584,290000.0,8430 Spring Lake Road,55112,8430 Spring Lake Road 55112
106585,259000.0,1358 Kent Street,55117,1358 Kent Street 55117
106586,287500.0,775 Laurel Ave,55104,775 Laurel Ave 55104
106587,125000.0,161 Winifred St W,55118,161 Winifred St W 55118
106588,80004.0,,15219,
106589,184900.0,2587 Sumac Ridge,55110,2587 Sumac Ridge 55110
106590,260000.0,2150 James Avenue,55105,2150 James Avenue 55105
106591,515000.0,2153 Knapp Street,55108,2153 Knapp Street 55108
106592,327500.0,2083 Division Street N,55109,2083 Division Street N 55109
106594,345000.0,1743 Skillman Ave West,55113,1743 Skillman Ave West 55113
106595,225000.0,874 Pascal Street North,55104,874 Pascal Street North 55104
106596,379000.0,1204 E. 7th St,55106,1204 E. 7th St 55106
106597,375000.0,1953 Berkeley Avenue,55105,1953 Berkeley Avenue 55105
106598,264500.0,1449 Goodrich Avenue,55105,1449 Goodrich Avenue 55105
106599,225000.0,189 Jerrold Ave,55126,189 Jerrold Ave 55126
106600,235000.0,7489 Spring Lake Road,55112,7489 Spring Lake Road 55112
106601,580000.0,1564 Fulham Street,55108,1564 Fulham Street 55108
106602,249900.0,2335 Gall Avenue,55109,2335 Gall Avenue 55109
106603,285000.0,1044 Saint Clair Avenue,55105,1044 Saint Clair Avenue 55105
106604,140000.0,2306 Beam Avenue,55109,2306 Beam Avenue 55109
106605,230000.0,801 Lovell Avenue West,55113,801 Lovell Avenue West 55113
106606,122600.0,2050 Pathways Drive,55119,2050 Pathways Drive 55119
106607,322000.0,1288 Birch Pond Trl,55110,1288 Birch Pond Trl 55110
106608,251500.0,1891 Carl Street,55113,1891 Carl Street 55113
106609,269900.0,900 Kohlman Lane,55109,900 Kohlman Lane 55109
106610,200000.0,691 Belmont Lane West,55113,691 Belmont Lane West 55113
106611,330000.0,842 Saint Paul Avenue,55116,842 Saint Paul Avenue 55116
106612,392000.0,422 Oak Creek Court,55127,422 Oak Creek Court 55127
106613,141000.0,1076 Rose Avenue East,55106,1076 Rose Avenue East 55106
106614,260000.0,2709 Spruce Place,55110,2709 Spruce Place 55110
106615,96500.0,1698 Minnehaha Ave E,55106,1698 Minnehaha Ave E 55106
106616,220000.0,818 22nd Ave NW,55112,818 22nd Ave NW 55112
106617,239900.0,430 County Road B2 W,55113,430 County Road B2 W 55113
106618,208000.0,1715 Hillview Road,55126,1715 Hillview Road 55126
106619,237500.0,2033 Fremont Avenue E,55119,2033 Fremont Avenue E 55119
106621,205000.0,1050 Euclid Street,55106,1050 Euclid Street 55106
106622,165000.0,878 Jessamine Ave E,55106,878 Jessamine Ave E 55106
106623,580000.0,942 Osceola Ave,55105,942 Osceola Ave 55105
106625,177000.0,5420 Jackson Drive,55112,5420 Jackson Drive 55112
106626,156000.0,1661 Idaho Avenue East,55106,1661 Idaho Avenue East 55106
106627,390000.0,789 NEW CENTURY BLVD S,55119,789 NEW CENTURY BLVD S 55119
106628,180000.0,455 Nebraska Ave E,55130,455 Nebraska Ave E 55130
106629,390000.0,789 New Century Blvd S,55119,789 New Century Blvd S 55119
106630,224900.0,69 Farrell Street North,55119,69 Farrell Street North 55119
106631,212000.0,695 Wells Street,55106,695 Wells Street 55106
106632,142000.0,1478 Charles Aveune,55104,1478 Charles Aveune 55104
106633,190000.0,2095 Hand Ave,55113,2095 Hand Ave 55113
106634,145000.0,438 Blair Avenue,55103,438 Blair Avenue 55103
106635,290000.0,1640 Rome Avenue,55116,1640 Rome Avenue 55116
106636,300000.0,5772 Ridge Creek Road Court,55126,5772 Ridge Creek Road Court 55126
106637,153000.0,1142 Geranium Avenue East,55106,1142 Geranium Avenue East 55106
106639,149900.0,966 Woodbridge St,55117,966 Woodbridge St 55117
106640,283000.0,1555 Knoll Drive,55126,1555 Knoll Drive 55126
106641,132700.0,835 Brown Ave,55107,835 Brown Ave 55107
106642,140000.0,1680 Idaho Avenue E,55106,1680 Idaho Avenue E 55106
106643,153000.0,1680 Idaho Avenue E,55106,1680 Idaho Avenue E 55106
106644,115000.0,1030 Otto Avenue,55116,1030 Otto Avenue 55116
106645,217500.0,1428 Willow Creek Lane,55126,1428 Willow Creek Lane 55126
106646,175000.0,306 Oneida St.,55102,306 Oneida St. 55102
106647,232500.0,1329 7th St. W.,55102,1329 7th St. W. 55102
106648,205000.0,1892 Simpson St,55113,1892 Simpson St 55113
106649,163500.0,20 Maryland Ave. E,55117,20 Maryland Ave. E 55117
106650,175000.0,1992 Nebraska Avenue E,55119,1992 Nebraska Avenue E 55119
106652,339900.0,4133 Oakmede Lane,55110,4133 Oakmede Lane 55110
106653,148000.0,49 Hoyt Avenue W,55117,49 Hoyt Avenue W 55117
106654,255000.0,5493 Lakeview Avenue,55110,5493 Lakeview Avenue 55110
106655,180000.0,832 Watson Avenue,55102,832 Watson Avenue 55102
106656,699900.0,1516 Hartford Avenue,55116,1516 Hartford Avenue 55116
106659,200000.0,1033 Seminary Avenue,55104,1033 Seminary Avenue 55104
106660,257000.0,2962 Beebe Parkway,55109,2962 Beebe Parkway 55109
106661,122100.0,845 Albert Street N,55104,845 Albert Street N 55104
106662,149000.0,2121 Mohawk Avenue,55119,2121 Mohawk Avenue 55119
106663,179900.0,1235 Farrington Street,55117,1235 Farrington Street 55117
106664,290700.0,228 Victoria Street N,55104,228 Victoria Street N 55104
106665,200000.0,3808 Dennis Lane,55110,3808 Dennis Lane 55110
106667,490000.0,813 Osceola Ave,55105,813 Osceola Ave 55105
106668,206000.0,1373 Ross Avenue,55106,1373 Ross Avenue 55106
106669,345000.0,1452 Sargent AVe,55105,1452 Sargent AVe 55105
106670,155000.0,1722 Maryland Ave E,55106,1722 Maryland Ave E 55106
106672,104000.0,858 Lafond Ave,55104,858 Lafond Ave 55104
106673,174000.0,1011 MINNEHAHA AVE W,55104,1011 MINNEHAHA AVE W 55104
106674,192000.0,2901 County Road H2,55112,2901 County Road H2 55112
106675,406900.0,4 Robb Farm Road,55127,4 Robb Farm Road 55127
106676,1125000.0,18 Hillary Farm Lane,55110,18 Hillary Farm Lane 55110
106677,972500.0,1126 Summit Avenue,55105,1126 Summit Avenue 55105
106678,225000.0,756 Stockdale Road,55127,756 Stockdale Road 55127
106679,55000.0,874 Pascal Street North,55104,874 Pascal Street North 55104
106680,250000.0,507 Ashland Avenue,55102,507 Ashland Avenue 55102
106681,1478927.63,6 Lake Court,55127,6 Lake Court 55127
106682,133000.0,1945 Minnehaha Ave E,55119,1945 Minnehaha Ave E 55119
106683,324900.0,8370 Long Lake Road,55112,8370 Long Lake Road 55112
106684,95000.0,1210 Van Buren,55104,1210 Van Buren 55104
106685,224420.0,,55378,
